ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
fig|6666666.737887.peg.1941	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	T2PKS	lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E
fig|6666666.737887.peg.628	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4570	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5229	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5662	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	NRPS	rustmicin
fig|6666666.737887.peg.355	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1089	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3268	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2553	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2968	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5040	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2146	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.7105	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3550	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737888.peg.1908	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	M. jannaschii predicted coding region MJ0686	4-hexadecanoyl-3-hydroxy-2-(hydroxymethyl)-2H-furan-5-one
fig|6666666.737888.peg.1925	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	M. jannaschii predicted coding region MJ0686	4-hexadecanoyl-3-hydroxy-2-(hydroxymethyl)-2H-furan-5-one
fig|6666666.737888.peg.5607	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4927	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	T1PKS	pyrrolomycin A / pyrrolomycin B / pyrrolomycin C / pyrrolomycin D
fig|6666666.737888.peg.6986	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.2165	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	indole	7-prenylisatin
fig|6666666.737888.peg.1240	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	NRPS	pepticinnamin E
fig|6666666.737888.peg.3536	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.1969	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.5865	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.1242	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	NRPS	pepticinnamin E
fig|6666666.737888.peg.1291	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4035	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	NRPS	thiocoraline
fig|6666666.737888.peg.339	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3071	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4505	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.34	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.2089	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.832	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.540227.peg.3794	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540227.peg.7341	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540227.peg.5065	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540227.peg.6581	Cuatro_cienegas	Intraclusteric	 Nocardia sp. CC227C	T2PKS	enterocin
fig|6666666.540227.peg.4229	Cuatro_cienegas	Intraclusteric	 Nocardia sp. CC227C	NRPS	atratumycin
fig|6666666.540227.peg.1886	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540227.peg.3507	Cuatro_cienegas	Intraclusteric	 Nocardia sp. CC227C	T2PKS NRPS	granaticin
fig|6666666.540227.peg.5852	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540227.peg.5012	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540227.peg.3413	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540227.peg.4136	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540227.peg.1466	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC227C		
fig|6666666.540612.peg.6405	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540612.peg.1007	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC210A	NRPS	thiolutin
fig|6666666.540612.peg.5234	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540612.peg.4043	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540612.peg.4392	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540612.peg.4844	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540612.peg.5452	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540612.peg.2102	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540612.peg.5462	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540612.peg.6117	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540613.peg.5277	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.515	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.51	Cuatro_cienegas	Intraclusteric	 Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A Nocardia sp. CC213A	NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like NRPS-like	
fig|6666666.540613.peg.2663	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.6458	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.1969	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.2748	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.1717	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.1520	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.2951	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.6252	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.4142	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540613.peg.6326	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC213A		
fig|6666666.540615.peg.4912	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC216A		
fig|6666666.540615.peg.935	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC216A		
fig|6666666.540615.peg.4689	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC216A		
fig|6666666.540615.peg.4222	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC216A		
fig|6666666.540615.peg.1833	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC216A		
fig|6666666.540615.peg.5008	Cuatro_cienegas	Extraclusteric	Nocardia sp. CC216A		
