ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
fig|6666666.737887.peg.5341	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6926	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6405	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.223	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A	NRPS NRPS NRPS NRPS NRPS NRPS	surugamide A / surugamide D surugamide A / surugamide D surugamide A / surugamide D surugamide A / surugamide D surugamide A / surugamide D surugamide A / surugamide D
fig|6666666.737887.peg.5504	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4939	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3768	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3642	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5879	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1798	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4275	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4522	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1346	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5082	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.828	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.808	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5991	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.7402	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4584	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.265	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1643	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1331	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1961	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2344	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1937	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	T2PKS	lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E
fig|6666666.737887.peg.473	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1572	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.7155	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3877	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2708	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.7231	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5442	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1137	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4678	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3464	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
