ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
fig|6666666.737887.peg.4905	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5870	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4267	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3625	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6772	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.7419	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3185	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.7377	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6529	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2353	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2068	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3328	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2405	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	NRPS-like	ulleungmycin
fig|6666666.737887.peg.3370	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4952	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4353	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6915	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2912	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	terpene	hopene
fig|6666666.737888.peg.7173	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4735	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.754	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.402	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B Streptomyces sp. CC219B Streptomyces sp. CC219B Streptomyces sp. CC219B Streptomyces sp. CC219B Streptomyces sp. CC219B Streptomyces sp. CC219B Streptomyces sp. CC219B Streptomyces sp. CC219B Streptomyces sp. CC219B	NRPS NRPS NRPS NRPS NRPS NRPS NRPS NRPS NRPS NRPS	thiocoraline thiocoraline thiocoraline thiocoraline thiocoraline thiocoraline thiocoraline thiocoraline thiocoraline thiocoraline
fig|6666666.737888.peg.572	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	NRPS T1PKS	SCO-2138
fig|6666666.737888.peg.7321	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3311	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.8036	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.5102	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	T2PKS bacteriocin	LL-D49194α1 (LLD)
fig|6666666.737888.peg.2255	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3504	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.2854	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3126	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.5982	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4271	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
