ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
fig|6666666.737887.peg.4330	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5610	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4369	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4327	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1838	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3101	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5336	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1192	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4947	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2795	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3019	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3744	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6118	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4999	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3029	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2058	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3200	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5239	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1021	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1941	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	T2PKS	lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E
fig|6666666.737887.peg.2553	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5372	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5662	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	NRPS	rustmicin
fig|6666666.737887.peg.2364	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5229	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2968	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.628	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.355	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.1089	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3268	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4570	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.5621	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2648	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737888.peg.5111	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3843	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4134	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3896	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3839	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3167	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3642	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.5445	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4813	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.6910	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.3990	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC219B	NRPS	thiocoraline
fig|6666666.737888.peg.2356	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.5417	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.1003	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.2270	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4903	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.5115	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.7043	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.137	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
fig|6666666.737888.peg.4894	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC219B		
