ID	Region	Organism	Type1	Type2	Product	Similarity
fig|6666666.590938.peg.347	17.1	Streptomyces rochei CC71	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.348	17.1	Streptomyces rochei CC72	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.349	17.1	Streptomyces rochei CC73	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.350	17.1	Streptomyces rochei CC74	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.351	17.1	Streptomyces rochei CC75	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.352	17.1	Streptomyces rochei CC76	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.353	17.1	Streptomyces rochei CC77	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.354	17.1	Streptomyces rochei CC78	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.355	17.1	Streptomyces rochei CC79	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.356	17.1	Streptomyces rochei CC80	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.357	17.1	Streptomyces rochei CC81	hglE-KS	hglE-KS	2'-chloropentostatin / 2'-amino-2'-deoxyadenosine	6
fig|6666666.590938.peg.4137	26.1	Streptomyces rochei CC82	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4138	26.1	Streptomyces rochei CC83	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4139	26.1	Streptomyces rochei CC84	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4140	26.1	Streptomyces rochei CC85	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4141	26.1	Streptomyces rochei CC86	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4142	26.1	Streptomyces rochei CC87	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4143	26.1	Streptomyces rochei CC88	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4144	26.1	Streptomyces rochei CC89	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4145	26.1	Streptomyces rochei CC90	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4146	26.1	Streptomyces rochei CC91	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.4147	26.1	Streptomyces rochei CC92	T2PKS	T2PKS	kinamycin	31
fig|6666666.590938.peg.6587	27.1	Streptomyces rochei CC93	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6588	27.1	Streptomyces rochei CC94	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6589	27.1	Streptomyces rochei CC95	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6590	27.1	Streptomyces rochei CC96	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6591	27.1	Streptomyces rochei CC97	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6592	27.1	Streptomyces rochei CC98	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6593	27.1	Streptomyces rochei CC99	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6594	27.1	Streptomyces rochei CC100	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6595	27.1	Streptomyces rochei CC101	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6596	27.1	Streptomyces rochei CC102	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6597	27.1	Streptomyces rochei CC103	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6598	27.1	Streptomyces rochei CC104	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6599	27.1	Streptomyces rochei CC105	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6600	27.1	Streptomyces rochei CC106	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6601	27.1	Streptomyces rochei CC107	terpene	terpene	albaflavenone	100
fig|6666666.590938.peg.6602	27.1	Streptomyces rochei CC108	terpene	terpene	albaflavenone	100
