ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
fig|6666666.737887.peg.3751	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.4499	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.7096	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	bacteriocin	
fig|6666666.737887.peg.7102	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3605	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6793	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6345	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.194	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A Streptomyces sp CC208A	T2PKS T2PKS T2PKS T2PKS T2PKS T2PKS T2PKS T2PKS T2PKS T2PKS	lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E
fig|6666666.737887.peg.2201	Cuatro_cienegas	Intraclusteric	 Streptomyces sp CC208A	NRPS	surugamide A / surugamide D
fig|6666666.737887.peg.4248	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.6210	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.7370	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2470	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.838	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3550	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.500	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.499	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.3787	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.2945	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
fig|6666666.737887.peg.506	Cuatro_cienegas	Extraclusteric	Streptomyces sp CC208A		
