ClusterBlast scores for c00009_NODE_12..

Table of genes, locations, strands and annotations of query cluster:
cds0_2271	0	2271	-	Modular polyketide synthase	
cds2272_4621	2272	4621	-	Modular polyketide synthase	
cds4678_5269	4678	5269	+	hypothetical protein	
cds5529_9519	5529	9519	+	hypothetical protein	
cds9756_11487	9756	11487	+	hypothetical protein	
cds11529_12960	11529	12960	+	hypothetical protein	
cds13014_13161	13014	13161	+	hypothetical protein	
cds13291_18118	13291	18118	-	Modular polyketide synthase	
cds18152_26558	18152	26558	-	Modular polyketide synthase	


Significant hits: 
1. NZ_LT629758	Actinoplanes derwentensis strain DSM 43941 chromosome I
2. NZ_CP022521	Actinoalloteichus hoggarensis strain DSM 45943 chromosome, complete genome
3. NZ_CP030771	Streptomyces sp. YIM 121038 chromosome, complete genome
4. NZ_AP019620	Streptomyces antimycoticus strain NBRC 100767
5. NZ_FOEF01000001	Amycolatopsis saalfeldensis strain DSM 44993, whole genome shotgun sequence
6. NZ_CP022685	Streptomyces formicae strain KY5 chromosome, complete genome
7. NZ_LT607410	Micromonospora purpureochromogenes strain DSM 43821 chromosome I
8. NZ_JAALLH010000002	Streptomyces malaysiensis strain DSM 14702 A843_AS5_SC2c, whole genome shotgun sequence
9. NC_015957	Streptomyces violaceusniger Tu 4113, complete sequence
10. NZ_CP045480	Amycolatopsis sp. YIM 10 chromosome, complete genome
11. NZ_CP016824	Streptomyces sampsonii strain KJ40 chromosome, complete genome
12. NZ_CP054929	Streptomyces sp. NA00687 chromosome, complete genome
13. NZ_CP018627	Streptomyces hygroscopicus strain XM201 chromosome, complete genome
14. NZ_CP022545	Streptomyces sp. 11-1-2 chromosome, complete genome
15. NZ_JH993789	Streptomyces viridosporus T7A StrvirDRAFT_SVC.3, whole genome shotgun sequence
16. NZ_CP054936	Streptomyces seoulensis strain A01 chromosome
17. NZ_CP010833	Streptomyces sp. Tue 6075 strain Tue6075 chromosome, complete genome
18. NZ_CP033073	Streptomyces sp. Z022 chromosome, complete genome
19. NZ_CP025018	Streptomyces sp. M56
20. NZ_CP034550	Saccharothrix syringae strain NRRL B-16468 chromosome, complete genome
21. NC_015957	Streptomyces violaceusniger Tu 4113, complete sequence
22. NZ_AP022871	Phytohabitans suffuscus strain NBRC 105367
23. NZ_WWGN01000034	Streptomyces sp. SID8366 SID8366.c34, whole genome shotgun sequence
24. NZ_CP029194	Streptomyces venezuelae strain ATCC 15068 chromosome, complete genome
25. NZ_CP017248	Streptomyces fodineus strain TW1S1 chromosome, complete genome
26. NZ_CP015849	Streptomyces sp. SAT1 chromosome, complete genome
27. NZ_LT907981	Streptomyces sp. 2323.1 chromosome I
28. NZ_CP029188	Streptomyces tirandamycinicus strain HNM0039 chromosome, complete genome
29. NZ_CP019457	Streptomyces lydicus strain GS93 isolate 23 chromosome, complete genome
30. NZ_WWIP01000001	Streptomyces sp. SID5466 SID5466.c1, whole genome shotgun sequence
31. NZ_CP041061	Micromonospora sp. HM134 chromosome, complete genome
32. NZ_CP031455	Streptomyces olivoreticuli subsp. olivoreticuli strain ATCC 31159 chromosome, complete genome
33. NZ_CP029617	Streptomyces sp. WAC 01529 chromosome, complete genome
34. NZ_CP054925	Amycolatopsis sp. Hca4 chromosome, complete genome
35. NZ_CP039123	Streptomyces sp. SS52 chromosome, complete genome
36. NZ_LJIW01000001	Streptomyces malaysiensis strain F913 SMF9131, whole genome shotgun sequence
37. NZ_LIWA01000006	Streptomyces sp. CB01883 scaffold6, whole genome shotgun sequence
38. NZ_CP047144	Streptomyces sp. HF10 chromosome, complete genome
39. NZ_SLWS01000002	Actinocrispum wychmicini strain DSM 45934 Ga0310477_102, whole genome shotgun sequence
40. NZ_CP016438	Streptomyces lincolnensis strain NRRL 2936 chromosome
41. NC_009921	Frankia sp. EAN1pec, complete genome
42. NZ_CP023445	Actinosynnema pretiosum strain X47 chromosome, complete genome
43. NZ_CP050692	Streptomyces antibioticus strain DSM 41481 chromosome, complete genome
44. NZ_LZNS01000001	Streptomyces sp. MP131-18 scaf_01, whole genome shotgun sequence
45. NZ_FWZW01000008	Streptomyces sp. Amel2xC10, whole genome shotgun sequence
46. NZ_WXEW01000001	Herbidospora sp. NEAU-GS84 Scaffold1, whole genome shotgun sequence
47. NZ_BBXD01000017	Herbidospora mongoliensis strain NBRC 105882, whole genome shotgun sequence
48. NC_014158	Tsukamurella paurometabola DSM 20162, complete sequence
49. NZ_KI912267	Frankia saprophytica strain CN3 FrCN3DRAFT_FCB.2, whole genome shotgun sequence
50. NC_016113	Streptomyces cattleya NRRL 8057 = DSM 46488 plasmid pSCAT, complete sequence


Details:

>>
1. NZ_LT629758
Source: Actinoplanes derwentensis strain DSM 43941 chromosome I
Type: T1PKS,hglE-KS
Number of proteins with BLAST hits to this cluster: 4
Cumulative BLAST score: 44264

Table of genes, locations, strands and annotations of subject cluster:
BLU81_RS13385	BLU81_RS13385	2946822	2947040	-	hypothetical_protein
BLU81_RS48050	BLU81_RS48050	2991427	2992593	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS48055	BLU81_RS48055	2993620	2994402	-	acyltransferase_domain-containing_protein
BLU81_RS48060	BLU81_RS48060	2995090	2997906	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS48065	BLU81_RS48065	2998939	2999694	-	acyltransferase_domain-containing_protein
BLU81_RS48070	BLU81_RS48070	2999722	3000120	-	modular_polyketide_synthase
BLU81_RS48075	BLU81_RS48075	3000238	3002313	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS48080	BLU81_RS48080	3002596	3002982	-	NADPH:quinone_reductase
BLU81_RS48085	BLU81_RS48085	3003784	3004866	-	polyketide_synthase_dehydratase_domain-containing_protein
BLU81_RS48090	BLU81_RS48090	3006043	3007314	-	polyketide_synthase_docking_domain-containing_protein
BLU81_RS48100	BLU81_RS48100	3018100	3019227	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS48105	BLU81_RS48105	3019282	3019869	-	polyketide_synthase_dehydratase_domain-containing_protein
BLU81_RS48110	BLU81_RS48110	3020017	3023466	-	acyltransferase_domain-containing_protein
BLU81_RS48115	BLU81_RS48115	3023509	3024342	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS48120	BLU81_RS48120	3024427	3025467	-	polyketide_synthase_dehydratase_domain-containing_protein
BLU81_RS48125	BLU81_RS48125	3026320	3026697	-	erythronolide_synthase
BLU81_RS48130	BLU81_RS48130	3027022	3027747	-	polyketide_synthase
BLU81_RS48135	BLU81_RS48135	3028465	3029433	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS48140	BLU81_RS48140	3029608	3030885	-	polyketide_synthase_dehydratase_domain-containing_protein
BLU81_RS48145	BLU81_RS48145	3031903	3033732	-	hypothetical_protein
BLU81_RS48150	BLU81_RS48150	3033754	3034671	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS48155	BLU81_RS48155	3035701	3038478	-	type_I_polyketide_synthase
BLU81_RS48165	BLU81_RS48165	3054280	3055329	-	acyltransferase_domain-containing_protein
BLU81_RS49160	BLU81_RS49160	3055333	3055644	-	polyketide_synthase
BLU81_RS48170	BLU81_RS48170	3055858	3056712	-	polyketide_synthase
BLU81_RS48175	BLU81_RS48175	3056776	3057321	-	polyketide_synthase
BLU81_RS49165	BLU81_RS49165	3058669	3061191	-	type_I_polyketide_synthase
BLU81_RS49170	BLU81_RS49170	3061225	3061314	-	hypothetical_protein
BLU81_RS13535	BLU81_RS13535	3068033	3069082	-	polyketide_synthase_dehydratase_domain-containing_protein
BLU81_RS13540	BLU81_RS13540	3069170	3070051	-	acyltransferase_domain-containing_protein
BLU81_RS49175	BLU81_RS49175	3070364	3073789	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS13555	BLU81_RS13555	3076517	3077011	-	hypothetical_protein
BLU81_RS13560	BLU81_RS13560	3077021	3078070	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS48210	BLU81_RS48210	3078182	3080980	-	acyltransferase_domain-containing_protein
BLU81_RS13580	BLU81_RS13580	3081452	3082378	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS13585	BLU81_RS13585	3083054	3083902	-	acyltransferase_domain-containing_protein
BLU81_RS13590	BLU81_RS13590	3084074	3084373	-	hypothetical_protein
BLU81_RS13595	BLU81_RS13595	3084695	3085630	-	type_I_polyketide_synthase
BLU81_RS13600	BLU81_RS13600	3086042	3087394	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS49180	BLU81_RS49180	3087518	3088462	-	acyltransferase_domain-containing_protein
BLU81_RS13605	BLU81_RS13605	3088472	3088777	-	hypothetical_protein
BLU81_RS13610	BLU81_RS13610	3089102	3089833	-	polyketide_synthase
BLU81_RS13615	BLU81_RS13615	3089921	3090424	-	type_I_polyketide_synthase
BLU81_RS13620	BLU81_RS13620	3090431	3091393	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS13625	BLU81_RS13625	3091955	3092869	-	acyltransferase_domain-containing_protein
BLU81_RS13630	BLU81_RS13630	3093410	3094663	-	polyketide_synthase
BLU81_RS13635	BLU81_RS13635	3094757	3095257	-	hypothetical_protein
BLU81_RS13640	BLU81_RS13640	3095264	3096538	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS13645	BLU81_RS13645	3096596	3098992	-	type_I_polyketide_synthase
BLU81_RS13650	BLU81_RS13650	3099101	3099499	-	hypothetical_protein
BLU81_RS48215	BLU81_RS48215	3099725	3100768	-	SDR_family_NAD(P)-dependent_oxidoreductase
BLU81_RS49185	BLU81_RS49185	3100919	3101293	-	hypothetical_protein
BLU81_RS48220	BLU81_RS48220	3101411	3104047	-	acyltransferase_domain-containing_protein
