ID	Region	Organism	Type1	Type2	Product	Similarity
fig|6666666.540612.peg.1007	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1008	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1009	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1010	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1011	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1012	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1013	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1014	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1015	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1016	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.1017	157.1	Streptomyces sp. CC210A	NRPS	NRPS	thiolutin	24
fig|6666666.540612.peg.4332	245.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.4333	245.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.4334	245.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.4335	245.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.4531	285.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.4532	285.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.4533	285.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.4534	285.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.4535	285.1	Streptomyces sp. CC210A	siderophore	siderophore	ficellomycin	5
fig|6666666.540612.peg.5774	339.1	Streptomyces sp. CC210A	butyrolactone	butyrolactone	A-factor	100
fig|6666666.540612.peg.5775	339.1	Streptomyces sp. CC210A	butyrolactone	butyrolactone	A-factor	100
fig|6666666.540612.peg.709	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.710	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.711	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.712	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.713	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.714	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.715	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.716	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.717	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.718	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.719	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540612.peg.3892	374.1	Streptomyces sp. CC210A	NRPS-like	NRPS-like	indigoidine	40
fig|6666666.540612.peg.3893	374.1	Streptomyces sp. CC210A	NRPS-like	NRPS-like	indigoidine	40
fig|6666666.540612.peg.3894	374.1	Streptomyces sp. CC210A	NRPS-like	NRPS-like	indigoidine	40
fig|6666666.540612.peg.1116	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1117	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1118	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1119	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1120	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1121	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1122	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1123	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1124	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1125	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1126	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.1127	415.1	Streptomyces sp. CC210A	terpene	terpene	hopene	30
fig|6666666.540612.peg.5682	421.1	Streptomyces sp. CC210A	LAP	LAP		
fig|6666666.540612.peg.5683	421.1	Streptomyces sp. CC210A	LAP	LAP		
fig|6666666.540612.peg.1808	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1809	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1810	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1811	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1812	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1813	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1814	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1815	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1816	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.1817	427.1	Streptomyces sp. CC210A	terpene	terpene	ikarugamycin	8
fig|6666666.540612.peg.209	570.1	Streptomyces sp. CC210A	melanin	melanin	melanin	28
fig|6666666.540612.peg.210	570.1	Streptomyces sp. CC210A	melanin	melanin	melanin	28
fig|6666666.540612.peg.211	570.1	Streptomyces sp. CC210A	melanin	melanin	melanin	28
fig|6666666.540612.peg.212	570.1	Streptomyces sp. CC210A	melanin	melanin	melanin	28
fig|6666666.540612.peg.213	570.1	Streptomyces sp. CC210A	melanin	melanin	melanin	28
fig|6666666.540612.peg.214	570.1	Streptomyces sp. CC210A	melanin	melanin	melanin	28
fig|6666666.540612.peg.215	570.1	Streptomyces sp. CC210A	melanin	melanin	melanin	28
