ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
fig|6666666.540612.peg.5203	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540621.peg.2434	Cuatro_cienegas	Extraclusteric	Nocardiopsis sp. CC223A		
fig|6666666.563199.peg.4279	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC208B	melanin NRPS	istamycin
fig|6666666.563199.peg.6310	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC208B		
fig|6666666.687569.peg.3379	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC228A		
BGC0000413_AAY93414	MiBIG	Intraclusteric	Pseudomonas protegens Pf-5	pyoverdine	NRP
BGC0000462_AFJ23822	MiBIG	Intraclusteric	Pseudomonas putida	WLIP	NRP
BGC0000014_ABK32252	MiBIG	Intraclusteric	Sorangium cellulosum	ambruticin	Polyketide
BGC0000080_ABK32284	MiBIG	Intraclusteric	Sorangium cellulosum	jerangolid	Polyketide
BGC0001588_WP_004526108	MiBIG	Intraclusteric	Burkholderia pseudomallei 1026b	exopolysaccharides	Saccharide
BGC0001589_WP_085964382	MiBIG	Intraclusteric	Burkholderia cenocepacia J2315	exopolysaccharides	Saccharide
BGC0001120_ABC36658	MiBIG	Intraclusteric	Burkholderia thailandensis E264	burkholderic acid	NRP-Polyketide
BGC0000413_AAY93396	MiBIG	Intraclusteric	Pseudomonas protegens Pf-5	pyoverdine	NRP
BGC0001093_AAY32960	MiBIG	Intraclusteric	Sorangium cellulosum	disorazole	NRP-Polyketide
BGC0001093_AAY32957	MiBIG	Intraclusteric	Sorangium cellulosum	disorazole	NRP-Polyketide
BGC0000014_ABK32246	MiBIG	Intraclusteric	Sorangium cellulosum	ambruticin	Polyketide
BGC0001056_CCM44343	MiBIG	Intraclusteric	Serratia plymuthica RVH1	zeamine	NRP-Other-Polyketide
