ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
fig|6666666.540612.peg.5203	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC210A		
fig|6666666.540621.peg.2434	Cuatro_cienegas	Extraclusteric	Nocardiopsis sp. CC223A		
fig|6666666.563199.peg.4279	Cuatro_cienegas	Intraclusteric	 Streptomyces sp. CC208B	melanin NRPS	istamycin
fig|6666666.563199.peg.6310	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC208B		
fig|6666666.687569.peg.3379	Cuatro_cienegas	Extraclusteric	Streptomyces sp. CC228A		
BGC0000494_ABG48502	MiBIG	Intraclusteric	Streptococcus uberis	uberolysin	RiPP
BGC0000540_AFS60109	MiBIG	Intraclusteric	Paenibacillus polymyxa OSY-DF	paenibacillin	RiPP
BGC0000484_ADV57365	MiBIG	Intraclusteric	Lactobacillus plantarum	glycocin F	RiPP
BGC0000974_CBD77761	MiBIG	Intraclusteric	Chondromyces crocatus	crocacin	NRP-Polyketide
BGC0001559_AIR74922	MiBIG	Intraclusteric	Chondromyces crocatus	crocagin A-crocagin B	RiPP
BGC0000486_AAC69555	MiBIG	Intraclusteric	Butyrivibrio fibrisolvens	butyrivibriocin AR10	RiPP
BGC0000624_ABQ84447	MiBIG	Intraclusteric	Lactobacillus salivarius	salivaricin CRL1328 alpha peptide-salivaricin CRL1328 beta peptide	RiPP
BGC0000619_BAM09401	MiBIG	Intraclusteric	Lactobacillus gasseri	gassericin T	RiPP
BGC0001388_ALX37942	MiBIG	Intraclusteric	Lactobacillus gasseri	gassericin E	RiPP
BGC0001602_BBE52943	MiBIG	Intraclusteric	Lactobacillus gasseri	gassericin-T	RiPP
BGC0000539_BAC98758	MiBIG	Intraclusteric	Staphylococcus warneri	nukacin ISK-1	RiPP
BGC0000488_CAD97576	MiBIG	Intraclusteric	Clostridium beijerinckii	circularin A	RiPP
BGC0001555_YP_002539393	MiBIG	Intraclusteric	Escherichia coli chi7122	colicin V	RiPP
